Generating SQLite file /home/ubuntu/demographic-bench/cuda-readback-diagnostic/nsys/workers-4/trace.sqlite from /home/ubuntu/demographic-bench/cuda-readback-diagnostic/nsys/workers-4/trace.nsys-rep
Processing [/home/ubuntu/demographic-bench/cuda-readback-diagnostic/nsys/workers-4/trace.sqlite] with [/opt/nvidia/nsight-systems/2024.6.2/host-linux-x64/reports/cuda_kern_exec_sum.py]... 
PID,TID,DevId,Count,QCount,TAvg (ns),TMed (ns),TMin (ns),TMax (ns),TStdDev (ns),AAvg (ns),AMed (ns),AMin (ns),AMax (ns),AStdDev (ns),QAvg (ns),QMed (ns),QMin (ns),QMax (ns),QStdDev (ns),KAvg (ns),KMed (ns),KMin (ns),KMax (ns),KStdDev (ns),API Name,Kernel Name
23971,23990,0,24,24,25967978.0,28422364.5,5288881,32226294,7110151.8,33346.0,6270.0,4407,452090,92091.4,25753975.9,28239301.0,5107545,32013756,7094275.7,180656.0,177825.5,175298,243938,13568.2,cuLaunchKernel,sembla_transition_00000007
23971,23989,0,240,240,25534672.1,25607015.0,17760495,30569324,2510209.1,34719.2,7396.5,3025,2687060,198260.1,25416078.3,25500160.5,17673605,30482364,2496954.4,83874.6,83168.0,82240,90656,1608.2,cuLaunchKernel,sembla_count_fired
23971,23990,0,24,24,25228771.9,24819858.5,19242143,31603747,2677269.2,8544.2,7435.5,3686,26631,4351.9,25216945.0,24807283.5,19233526,31595071,2678367.0,3282.7,3344.0,1472,8032,1688.0,cuLaunchKernel,sembla_init_control_counts
23971,23990,0,24,24,25194141.9,24806554.0,19245688,31518514,2660027.7,6848.1,6719.5,3886,9854,1408.4,25182827.1,24794568.0,19239668,31511011,2661042.5,4466.7,3456.0,1664,29280,5510.8,cuLaunchKernel,sembla_prepare_outputs
23971,23989,0,24,24,24855852.3,24676564.5,17686695,29351217,2551038.4,8533.3,7972.5,4497,23876,3520.9,24844495.0,24666082.0,17678998,29325677,2549577.0,2824.0,2016.0,1408,6912,1455.2,cuLaunchKernel,sembla_init_control_counts
23971,23989,0,24,24,24804199.0,24697166.5,17691421,29299966,2542419.5,8579.6,8873.0,4537,14011,2272.6,24792736.8,24684683.5,17684724,29288089,2541511.6,2882.7,2304.0,1568,4960,1176.1,cuLaunchKernel,sembla_prepare_outputs
23971,23991,0,24,24,23990928.3,25361196.5,3936977,28383533,4746281.0,7316.8,7346.0,5729,9915,1036.6,23805411.6,25175262.0,3751431,28200761,4746790.1,178199.9,177985.0,173601,184385,2302.5,cuLaunchKernel,sembla_transition_00000006
23971,23992,0,24,24,23585271.8,25470042.5,4836676,27462661,6054395.4,6166.8,5337.5,3916,16375,2687.9,23400779.7,25288282.0,4652168,27262284,6053812.6,178325.3,178241.0,174338,184002,2194.0,cuLaunchKernel,sembla_transition_00000006
23971,23989,0,24,24,23385316.4,24426535.0,3438646,26424795,4457124.6,6115.4,5763.5,4737,9425,1122.6,23201213.0,24244013.5,3252820,26240704,4457278.8,177988.1,178097.0,174305,182370,1803.6,cuLaunchKernel,sembla_transition_00000006
23971,23990,0,24,24,22193391.5,24275017.5,4563972,27297210,5887525.3,5990.2,5873.0,5218,8183,717.4,22006203.9,24093031.5,4381600,27113548,5886204.3,181197.5,176881.5,172705,274978,20122.2,cuLaunchKernel,sembla_transition_00000006
23971,23992,0,1008,1008,21574044.2,25704323.0,105480,39242952,11177558.4,28412.1,4807.0,2905,2054397,137280.6,21541394.9,25643540.5,96349,38797821,11157457.0,4237.2,3488.0,1568,39872,2960.9,cuLaunchKernel,sembla_commit_validation_status
23971,23990,0,1008,1008,21492847.6,23649002.5,171066,38898584,10773859.6,22509.8,5218.0,2975,998290,76081.2,21466125.0,23588213.0,165529,38711525,10757809.3,4212.7,3456.0,1632,37889,2987.1,cuLaunchKernel,sembla_commit_validation_status
23971,23991,0,1008,1008,21484513.6,24856318.0,445442,35333118,9498344.2,25996.1,5648.0,2904,2218977,134797.7,21454269.5,24826853.0,436587,35279925,9481200.0,4248.0,3456.0,1600,142529,5284.5,cuLaunchKernel,sembla_commit_validation_status
23971,23992,0,3024,3024,21330391.0,25444492.5,85207,39405877,11404135.0,11919.9,4757.0,2694,811500,46919.6,21314825.7,25436247.0,75309,39398955,11397439.7,3645.4,2704.5,1408,51489,3112.8,cuLaunchKernel,sembla_advance_validation_phase
23971,23990,0,3024,3024,21296422.7,23579662.5,23100,39955058,11025792.1,12329.6,5178.0,2804,1008628,48536.6,21280555.9,23527365.0,14678,39944564,11020104.1,3537.2,2624.0,1344,48065,2525.5,cuLaunchKernel,sembla_advance_validation_phase
23971,23991,0,3024,3024,21284551.9,24812868.0,57231,35943387,9764471.7,13230.7,5548.0,2494,2066178,72748.2,21267667.0,24789145.5,42079,35933601,9757956.5,3654.2,2656.0,1376,45952,3213.7,cuLaunchKernel,sembla_advance_validation_phase
23971,23989,0,1008,1008,21100366.3,24664981.0,220726,35971928,9705185.4,20592.9,4827.5,3245,2247169,94590.4,21075520.4,24655164.5,211627,35808535,9690838.1,4253.0,3536.0,1664,40384,3050.9,cuLaunchKernel,sembla_commit_validation_status
23971,23989,0,3024,3024,20913481.7,24637125.5,152947,36236014,9969473.3,12591.9,4716.5,2914,2232507,64516.5,20897381.7,24625016.0,142790,36229545,9962750.9,3508.1,2688.0,1376,39584,2378.8,cuLaunchKernel,sembla_advance_validation_phase
23971,23992,0,24,24,20796036.7,22986626.0,4109445,24905942,5619953.6,5910.8,5263.0,4186,10125,1602.1,20612956.6,22804335.5,3924730,24722757,5620346.9,177169.2,177489.0,172801,180705,1944.5,cuLaunchKernel,sembla_transition_00000005
23971,23991,0,24,24,20455013.0,21538876.5,3363968,23961285,4129403.0,6856.0,6665.0,5078,9975,1343.6,20270515.5,21354606.5,3179921,23779193,4128699.8,177641.5,178018.0,173282,183106,2378.4,cuLaunchKernel,sembla_transition_00000005
23971,23989,0,24,24,19878837.9,20871833.0,2875439,22824364,3961425.4,6661.4,5974.0,5268,16195,2374.2,19689152.5,20681906.0,2690368,22640481,3963636.8,183024.0,177169.0,174433,321314,29493.5,cuLaunchKernel,sembla_transition_00000005
23971,23990,0,24,24,19304821.0,20770535.0,3818270,24269700,5159239.7,6064.7,6059.0,4517,7111,582.6,19121867.0,20588181.5,3636632,24087625,5159280.3,176889.4,176945.0,174209,180450,1418.5,cuLaunchKernel,sembla_transition_00000005
23971,23991,0,960,960,19037354.2,20704826.5,939532,32575481,9093827.1,5699.0,5308.0,3345,26941,1895.9,18998520.8,20665442.0,903431,32529685,9092360.9,33134.4,31520.0,29952,210721,13777.8,cuLaunchKernel,sembla_validate_claims
23971,23990,0,960,960,18711244.3,18856153.5,580413,36438728,10488214.2,5413.0,4987.0,3024,33501,2065.6,18673290.8,18820190.0,545145,36403414,10487100.6,32540.4,31664.5,29856,189601,9086.4,cuLaunchKernel,sembla_validate_claims
23971,23989,0,960,960,18611009.6,20323288.5,564796,33199340,9416649.8,5084.8,4621.5,3526,48343,2385.7,18573027.7,20287637.0,528337,33163876,9415545.9,32897.1,31728.5,29856,210562,12290.9,cuLaunchKernel,sembla_validate_claims
