beta,gamma
0.77246356010437012,0.11389875411987305
0.78092879056930542,0.11692160367965698
0.88138270378112793,0.1607310026884079
0.82116818428039551,0.11266715824604034
0.80726408958435059,0.11871650069952011
0.73705893754959106,0.11307846009731293
0.89253687858581543,0.13025549054145813
0.93569654226303101,0.12268103659152985
0.75593066215515137,0.10327312350273132
0.83300036191940308,0.10557572543621063
0.76016724109649658,0.11979226768016815
0.8098292350769043,0.10556589812040329
0.74520063400268555,0.12464078515768051
0.80088484287261963,0.10611224919557571
0.88135063648223877,0.10847169905900955
0.90723955631256104,0.11807303875684738
0.75149655342102051,0.1027563288807869
0.74108308553695679,0.10984066873788834
0.82990241050720215,0.11726728826761246
0.81930208206176758,0.091599062085151672
0.75621652603149414,0.097230523824691772
0.82605981826782227,0.098970383405685425
0.82080721855163574,0.1209493950009346
0.9553874135017395,0.099994778633117676
0.82486933469772339,0.11454729735851288
0.85808253288269043,0.10624060779809952
0.85685396194458008,0.11043239384889603
0.84529680013656616,0.10284746438264847
0.84914237260818481,0.13348114490509033
0.79762798547744751,0.11529465019702911
0.94148409366607666,0.10507124662399292
0.8387262225151062,0.11821602284908295
0.86295324563980103,0.11001385003328323
0.79502928256988525,0.09890340268611908
0.76952338218688965,0.11829555034637451
0.85067629814147949,0.10128249228000641
0.84745824337005615,0.11746368557214737
0.73784297704696655,0.060280106961727142
0.80575627088546753,0.12720493972301483
0.81008726358413696,0.11696816980838776
0.92583537101745605,0.12054233253002167
0.77620810270309448,0.10355137288570404
0.77398198843002319,0.10183028131723404
0.79740387201309204,0.10605427622795105
0.779693603515625,0.1170671209692955
0.73009717464447021,0.11590314656496048
0.78978091478347778,0.097918733954429626
0.84510254859924316,0.090473420917987823
0.86131197214126587,0.11261507868766785
0.81801891326904297,0.12683741748332977
0.82451194524765015,0.10056614875793457
0.79919815063476562,0.13437668979167938
0.79429441690444946,0.085886009037494659
0.88951677083969116,0.1224348247051239
0.77859705686569214,0.10156242549419403
0.85175544023513794,0.12213268876075745
0.7909775972366333,0.11867880821228027
0.8230322003364563,0.11606944352388382
0.84493547677993774,0.11785251647233963
0.8388972282409668,0.092138811945915222
0.82807832956314087,0.099338464438915253
0.82018774747848511,0.1089492067694664
0.8154444694519043,0.076437562704086304
0.85818982124328613,0.12636515498161316
0.85565716028213501,0.10242149978876114
0.82282209396362305,0.099234722554683685
0.78144174814224243,0.1223645955324173
0.93236315250396729,0.15345537662506104
0.77638888359069824,0.12183605134487152
0.73926705121994019,0.10325855016708374
0.78861165046691895,0.1094897985458374
0.84628045558929443,0.11426280438899994
0.82438468933105469,0.11117105931043625
0.9523080587387085,0.11502104252576828
0.80561709403991699,0.11516125500202179
0.74679017066955566,0.1048513725399971
0.82845109701156616,0.10981331765651703
0.85779869556427002,0.11711324751377106
0.78432559967041016,0.1066129133105278
0.82820719480514526,0.11268671602010727
0.85919135808944702,0.12316536903381348
0.77788019180297852,0.11232553422451019
0.783855140209198,0.11515028029680252
