# params={"birth_rate":0.025214193024361474,"mortality_young":0.000979289427699919,"mortality_adult":0.0023817147920684564,"mortality_old":0.009929769943273554,"overseas_arrival_rate":0.026762169509289675,"emigration_rate":0.001352076280077595,"internal_departure_rate":0.0022935086532355304,"internal_arrival_rate":0.012497050072157588}
# dt=1
tick,population,invalid_age,males,females,age_00_04,age_20_24,age_65_69,age_85_plus,births_this_tick,deaths_this_tick,overseas_arrivals_this_tick,overseas_departures_this_tick,internal_arrivals_this_tick,internal_departures_this_tick,locked_out,vacant_birth_slots,vacant_overseas_slots,vacant_internal_slots,max_generation,fired_age_monthly,fired_clear_event,fired_birth_activate,fired_overseas_arrive,fired_internal_arrive,fired_die_young,fired_die_adult,fired_die_old,fired_emigrate,fired_internal_depart,deferred_total
0,7984638,0,3992996,3991642,464088,443556,439923,445899,29930,33001,13328,10993,3749,18375,47007,1170070,486672,296251,1,8000000,0,29930,13328,3749,1738,9592,21671,10993,18375,144
1,7968483,0,3984891,3983592,483783,442421,435433,446925,28796,32746,12938,10628,3682,18197,45416,1203643,473734,292569,1,7984638,109376,28796,12938,3682,1692,9442,21612,10628,18197,152
2,7953149,0,3977252,3975897,504544,441087,431096,447964,30041,32598,12463,10837,3681,18084,46185,1235173,461271,288888,2,7968483,106987,30041,12463,3681,1733,9416,21449,10837,18084,170
3,7938304,0,3969833,3968471,526062,439961,427115,448872,30695,32582,12349,10542,3590,18355,46634,1265897,448994,285326,2,7953149,107704,30695,12349,3590,1760,9303,21519,10542,18355,151
4,7925068,0,3963416,3961652,548605,438903,423096,449628,31825,32011,11970,10573,3526,17973,47321,1295322,437213,281840,2,7938304,108113,31825,11970,3526,1767,9338,20906,10573,17973,118
5,7911077,0,3956395,3954682,571227,437615,419039,450343,32087,32269,11641,10748,3524,18226,47252,1323474,425819,278387,2,7925068,107878,32087,11641,3524,1850,9371,21048,10748,18226,153
6,7898359,0,3950079,3948280,594792,436277,414954,451025,33020,31911,11342,10667,3395,17897,47757,1351249,414819,275098,2,7911077,108495,33020,11342,3395,1817,9457,20637,10667,17897,152
7,7886146,0,3943923,3942223,618455,434822,411043,451511,33239,31448,11040,10577,3466,17933,47745,1377981,404145,271770,3,7898359,108232,33239,11040,3466,1834,9226,20388,10577,17933,143
8,7874194,0,3937998,3936196,643064,433485,407314,451839,34229,31677,10660,10456,3375,18083,48264,1403041,393994,268555,3,7886146,107703,34229,10660,3375,1782,9321,20574,10456,18083,160
9,7862864,0,3932484,3930380,668359,432375,403471,452242,34990,31317,10260,10484,3310,18089,48560,1427551,384297,265398,3,7874194,108480,34990,10260,3310,1886,9234,20197,10484,18089,152
10,7852458,0,3927190,3925268,694122,431113,399831,452434,35636,31186,10210,10664,3287,17689,49133,1450944,374748,262311,3,7862864,108450,35636,10210,3287,1825,9341,20020,10664,17689,134
11,7842203,0,3922084,3920119,720175,429755,395927,452768,35956,30964,9715,10405,3276,17833,48947,1473611,365736,259248,3,7852458,108672,35956,9715,3276,1959,9269,19736,10405,17833,117
12,7832848,0,3917536,3915312,746970,428186,392291,452868,36704,30515,9534,10648,3271,17701,49509,1495136,356955,256197,3,7842203,108149,36704,9534,3271,1894,9052,19569,10648,17701,128
13,7823655,0,3913041,3910614,774265,426563,388713,452962,37244,30554,9572,10673,3097,17879,49913,1515647,348220,253372,3,7832848,108373,37244,9572,3097,1865,9201,19488,10673,17879,131
14,7815120,0,3909018,3906102,801595,425013,385222,452855,37630,29983,9060,10522,3128,17848,49818,1535905,340104,250518,3,7823655,109019,37630,9060,3128,1866,8938,19179,10522,17848,137
15,7807347,0,3905126,3902221,829397,423765,381925,452683,37941,29700,8924,10361,3206,17783,50071,1555050,332152,247607,3,7815120,108171,37941,8924,3206,1968,8928,18804,10361,17783,151
16,7799761,0,3901024,3898737,857751,422395,378672,452440,38581,29704,8646,10404,3065,17770,50292,1572984,324509,244868,3,7807347,107915,38581,8646,3065,2029,8886,18789,10404,17770,125
17,7792664,0,3897605,3895059,886375,420802,375525,452248,38999,29710,8691,10301,2912,17688,50602,1590504,316870,242263,3,7799761,108170,38999,8691,2912,2030,9090,18590,10301,17688,121
18,7786191,0,3894087,3892104,915434,419513,372433,451992,39660,29405,8387,10395,2997,17717,51044,1607075,309564,239653,3,7792664,108301,39660,8387,2997,2006,8908,18491,10395,17717,125
19,7779952,0,3890781,3889171,945034,418303,369240,451663,40358,29763,8189,10299,3047,17771,51594,1622714,302520,236981,3,7786191,108561,40358,8189,3047,2092,9014,18657,10299,17771,127
20,7774616,0,3888150,3886466,974820,416658,366155,451188,40620,29085,8065,10376,2965,17525,51650,1638304,295687,234407,3,7779952,109427,40620,8065,2965,2022,8762,18301,10376,17525,143
21,7769099,0,3885740,3883359,1004566,415290,363056,450612,40545,29096,7874,10452,2978,17366,51397,1653104,289027,231856,3,7774616,108636,40545,7874,2978,2104,8994,17998,10452,17366,138
22,7764191,0,3882997,3881194,1035053,413949,360297,450151,41403,28821,7532,10426,2903,17499,51838,1666886,282769,229408,3,7769099,108311,41403,7532,2903,2154,8807,17860,10426,17499,127
23,7759093,0,3880795,3878298,1065202,412660,357644,449698,41317,28597,7517,10448,2829,17716,51663,1680485,276648,227013,3,7764191,108584,41317,7517,2829,2190,8784,17623,10448,17716,127
