# params={"birth_rate":0.03266780734505068,"mortality_young":0.0011181002301101882,"mortality_adult":0.0036410875991641552,"mortality_old":0.021016850701138443,"overseas_arrival_rate":0.02527851354183942,"emigration_rate":0.002085874477283884,"internal_departure_rate":0.0034509695732765928,"internal_arrival_rate":0.013954057109490485}
# dt=1
tick,population,invalid_age,males,females,age_00_04,age_20_24,age_65_69,age_85_plus,births_this_tick,deaths_this_tick,overseas_arrivals_this_tick,overseas_departures_this_tick,internal_arrivals_this_tick,internal_departures_this_tick,locked_out,vacant_birth_slots,vacant_overseas_slots,vacant_internal_slots,max_generation,fired_age_monthly,fired_clear_event,fired_birth_activate,fired_overseas_arrive,fired_internal_arrive,fired_die_young,fired_die_adult,fired_die_old,fired_emigrate,fired_internal_depart,deferred_total
0,794969,0,398115,396854,47091,44206,43526,44053,3884,6159,1269,1669,444,2800,5597,116116,48731,29556,1,800000,0,3884,1269,444,204,1491,4464,1669,2800,40
1,789668,0,395473,394195,49675,43994,42483,43591,3611,6141,1243,1671,443,2786,5297,123133,47488,29113,1,794969,16225,3611,1243,443,185,1403,4553,1671,2786,37
2,784825,0,393108,391717,52634,43699,41576,43058,3947,6114,1165,1595,384,2630,5496,129784,46323,28729,2,789668,15895,3947,1165,384,196,1447,4471,1595,2630,29
3,780355,0,390854,389501,55933,43489,40678,42546,4293,5957,1178,1676,416,2724,5887,135813,45157,28318,2,784825,15835,4293,1178,416,177,1487,4293,1676,2724,29
4,775969,0,388652,387317,59227,43241,39836,41989,4292,5921,1107,1570,395,2689,5794,141840,44081,27930,2,780355,16244,4292,1107,395,177,1412,4332,1570,2689,35
5,772080,0,386822,385258,62673,42934,39079,41510,4529,5604,1094,1655,356,2609,5979,147433,43021,27598,2,775969,15974,4529,1094,356,193,1395,4016,1655,2609,40
6,768376,0,384930,383446,66315,42734,38188,40997,4740,5695,1054,1625,397,2575,6191,152500,42012,27217,2,772080,15847,4740,1054,397,219,1369,4107,1625,2575,34
7,765040,0,383301,381739,70052,42424,37381,40501,4875,5467,1072,1576,390,2630,6337,157428,41007,26852,2,768376,16086,4875,1072,390,245,1355,3867,1576,2630,29
8,761745,0,381649,380096,73956,42186,36617,39999,5037,5505,1051,1555,361,2684,6449,161970,40022,26519,3,765040,16010,5037,1051,361,206,1467,3832,1555,2684,43
9,758516,0,380040,378476,77853,41951,35866,39477,5177,5544,1024,1599,357,2644,6558,166403,39094,26200,3,761745,16193,5177,1024,357,259,1425,3860,1599,2644,28
10,755667,0,378686,376981,81970,41679,35142,39066,5284,5252,918,1549,390,2640,6592,170775,38280,25837,3,758516,16345,5284,918,390,198,1356,3698,1549,2640,33
11,753239,0,377457,375782,86318,41430,34458,38621,5565,5216,935,1493,339,2558,6839,174497,37452,25545,3,755667,16033,5565,935,339,238,1352,3626,1493,2558,37
12,750984,0,376234,374750,90846,41213,33761,38116,5772,5231,931,1566,383,2544,7086,177846,36623,25206,3,753239,16106,5772,931,383,254,1358,3619,1566,2544,32
13,748875,0,375090,373785,95204,40986,33127,37607,5590,4981,991,1587,344,2466,6925,181413,35759,24919,3,750984,16427,5590,991,344,232,1323,3426,1587,2466,31
14,746868,0,374033,372835,99709,40737,32496,37102,5794,4842,814,1580,352,2545,6960,184486,35078,24601,3,748875,15959,5794,814,352,211,1356,3275,1580,2545,41
15,745038,0,373073,371965,104337,40553,31930,36633,5876,4832,897,1513,316,2574,7089,187385,34327,24331,3,746868,15927,5876,897,316,241,1319,3272,1513,2574,43
16,743277,0,372227,371050,109054,40266,31374,36163,5995,4868,874,1483,334,2613,7203,190122,33585,24052,3,745038,16008,5995,874,334,248,1301,3319,1483,2613,32
17,741740,0,371448,370292,113774,39973,30851,35735,6059,4784,887,1516,315,2498,7261,192795,32872,23795,3,743277,16167,6059,887,315,238,1370,3176,1516,2498,32
18,740283,0,370665,369618,118539,39751,30345,35238,6102,4677,776,1517,322,2463,7200,195258,32269,23533,3,741740,16059,6102,776,322,273,1302,3102,1517,2463,34
19,739007,0,369980,369027,123358,39508,29858,34802,6258,4595,795,1499,313,2548,7366,197427,31636,23288,3,740283,15857,6258,795,313,267,1310,3018,1499,2548,29
20,737926,0,369431,368495,128269,39273,29377,34277,6322,4509,787,1455,334,2560,7443,199532,31006,23012,3,739007,16008,6322,787,334,254,1242,3013,1455,2560,28
21,737105,0,369054,368051,133313,39042,28900,33844,6421,4361,788,1506,328,2491,7537,201381,30415,22741,3,737926,15967,6421,788,328,258,1274,2829,1506,2491,26
22,736074,0,368499,367575,138186,38816,28443,33352,6313,4398,736,1492,358,2548,7407,203172,29860,22456,3,737105,15895,6313,736,358,266,1276,2856,1492,2548,35
23,735151,0,368046,367105,143210,38495,28017,32874,6509,4364,762,1555,300,2575,7571,204836,29298,22221,3,736074,15845,6509,762,300,273,1280,2811,1555,2575,32
