name,value
final_population,7404418
maximum_invalid_age_count,0
births_total,883995
deaths_total,837857
overseas_arrivals_total,224001
overseas_departures_total,451394
internal_arrivals_total,89104
internal_departures_total,503431
minimum_vacant_birth_slots,1172514
final_max_generation,3
locked_out_total,1197100
