name,value
final_population,7446438
maximum_invalid_age_count,0
births_total,701280
deaths_total,806738
overseas_arrivals_total,184780
overseas_departures_total,417242
internal_arrivals_total,98405
internal_departures_total,314047
minimum_vacant_birth_slots,1177740
final_max_generation,3
locked_out_total,984465
