Generating SQLite file /home/ubuntu/demographic-bench/cuda-readback-diagnostic/nsys/workers-1/trace.sqlite from /home/ubuntu/demographic-bench/cuda-readback-diagnostic/nsys/workers-1/trace.nsys-rep
Processing [/home/ubuntu/demographic-bench/cuda-readback-diagnostic/nsys/workers-1/trace.sqlite] with [/opt/nvidia/nsight-systems/2024.6.2/host-linux-x64/reports/cuda_kern_exec_sum.py]... 
PID,TID,DevId,Count,QCount,TAvg (ns),TMed (ns),TMin (ns),TMax (ns),TStdDev (ns),AAvg (ns),AMed (ns),AMin (ns),AMax (ns),AStdDev (ns),QAvg (ns),QMed (ns),QMin (ns),QMax (ns),QStdDev (ns),KAvg (ns),KMed (ns),KMin (ns),KMax (ns),KStdDev (ns),API Name,Kernel Name
23745,23745,0,288,288,15713706.9,15707626.5,14763735,16295513,318220.5,2188.0,2058.5,1923,6841,437.3,15424435.8,15418074.5,14473498,16006305,318270.3,287083.0,287112.0,286312,287817,291.2,cuLaunchKernel,sembla_count_deferred
23745,23745,0,960,960,14779760.0,14789368.5,13759890,15437948,315924.5,2178.1,2033.0,1923,15935,819.7,14696029.1,14705475.5,13672210,15354590,316105.9,81552.8,81475.0,81282,82818,246.0,cuLaunchKernel,sembla_count_fired
23745,23745,0,96,96,14338378.0,14352095.0,13689158,14637336,215471.7,2456.1,2343.0,2003,6280,520.0,14334246.2,14348218.0,13683322,14633021,215633.2,1675.7,1728.0,1536,1952,100.7,cuLaunchKernel,sembla_prepare_outputs
23745,23745,0,96,96,14337951.9,14351737.0,13686530,14636866,215689.5,2579.4,2379.0,2143,9695,845.2,14333955.4,14348004.5,13675330,14631027,215951.3,1417.0,1424.5,1280,1537,97.4,cuLaunchKernel,sembla_init_control_counts
23745,23745,0,384,384,14336284.7,14351075.0,13686545,14635889,214688.8,2204.1,2073.0,1933,5848,414.3,14332713.6,14347500.5,13682104,14632692,214704.0,1366.9,1344.0,1152,1888,192.4,cuLaunchKernel,sembla_validate_outputs
23745,23745,0,96,96,14335360.5,14350105.5,13688038,14634211,215246.5,2562.5,2448.5,2154,7331,602.3,13634039.8,13646096.0,13042174,13910412,196023.5,698758.2,706035.5,642418,721300,20809.4,cuLaunchKernel,sembla_apply_effects
23745,23745,0,3840,3840,12202770.0,12203828.0,10361476,13913683,855220.0,2167.9,2053.0,1913,24037,757.3,12120337.1,12141014.0,10194060,13839246,865926.2,80265.0,67618.0,47009,219719,33413.7,cuLaunchKernel,sembla_prepare_effects
23745,23745,0,96,96,10444833.0,10462737.5,10204281,10530565,58577.4,2427.4,2308.5,2094,4216,381.0,10233067.6,10250838.5,9991791,10319040,58634.4,209337.9,209318.0,209158,209766,115.6,cuLaunchKernel,sembla_init_effect_owners
23745,23745,0,384,384,9551040.5,9548173.0,9133210,9819919,148738.9,2210.3,2073.0,1923,8393,454.1,9426088.7,9423653.0,9000621,9695799,149379.3,122741.5,122531.0,121667,124739,746.9,cuLaunchKernel,sembla_validate_effects
23745,23745,0,960,960,9058875.8,9065841.5,8634959,9331885,137694.8,2167.6,2023.0,1883,34113,1168.7,8989998.3,9021490.0,8423891,9288385,182126.3,66709.8,41441.0,39969,252135,61465.9,cuLaunchKernel,sembla_mark_effect_active
