name,value
final_population,783259
maximum_invalid_age_count,0
births_total,104620
deaths_total,66908
overseas_arrivals_total,15697
overseas_departures_total,37265
internal_arrivals_total,9191
internal_departures_total,42076
minimum_vacant_birth_slots,116073
final_max_generation,3
locked_out_total,129508
