# params={"birth_rate":0.02360037118078904,"mortality_young":0.0009349761334743985,"mortality_adult":0.002785037192122975,"mortality_old":0.010360942447766823,"overseas_arrival_rate":0.029638117249335447,"emigration_rate":0.0018490539389192364,"internal_departure_rate":0.001745224951107291,"internal_arrival_rate":0.025425070031529644}
# dt=1
tick,population,invalid_age,males,females,age_00_04,age_20_24,age_65_69,age_85_plus,births_this_tick,deaths_this_tick,overseas_arrivals_this_tick,overseas_departures_this_tick,internal_arrivals_this_tick,internal_departures_this_tick,locked_out,vacant_birth_slots,vacant_overseas_slots,vacant_internal_slots,max_generation,fired_age_monthly,fired_clear_event,fired_birth_activate,fired_overseas_arrive,fired_internal_arrive,fired_die_young,fired_die_adult,fired_die_old,fired_emigrate,fired_internal_depart,deferred_total
0,798497,0,399810,398687,46139,44428,44063,44661,2863,3579,1476,1508,708,1463,5047,117137,48524,29292,1,800000,0,2863,1476,708,163,1093,2323,1508,1463,14
1,797023,0,399115,397908,48101,44318,43599,44782,2840,3567,1384,1460,714,1385,4938,120847,47140,28578,1,798497,11597,2840,1384,714,162,1119,2286,1460,1385,16
2,795499,0,398346,397153,50055,44236,43194,44808,2840,3593,1351,1496,745,1371,4936,124419,45789,27833,2,797023,11350,2840,1351,745,183,1126,2284,1496,1371,13
3,794137,0,397718,396419,52085,44177,42797,44873,2910,3450,1321,1461,721,1403,4952,127956,44475,27118,2,795499,11396,2910,1321,721,160,1113,2177,1461,1403,12
4,792634,0,396985,395649,54242,44063,42436,44944,3034,3599,1227,1494,667,1338,4928,131202,43267,26466,2,794137,11266,3034,1227,667,170,1163,2266,1494,1338,15
5,791510,0,396418,395092,56376,43922,42107,44985,3089,3345,1280,1430,651,1369,5020,134499,42018,25829,2,792634,11359,3089,1280,651,147,1049,2149,1430,1369,17
6,790226,0,395721,394505,58540,43867,41692,45019,3109,3498,1257,1456,639,1335,5005,137479,40797,25209,2,791510,11164,3109,1257,639,152,1125,2221,1456,1335,18
7,789210,0,395252,393958,60792,43696,41324,45101,3208,3335,1218,1419,651,1339,5077,140485,39628,24584,2,790226,11294,3208,1218,651,176,1079,2080,1419,1339,12
8,787953,0,394575,393378,63066,43671,40900,45065,3259,3399,1172,1504,559,1344,4990,143248,38503,24049,2,789210,11170,3259,1172,559,169,1092,2138,1504,1344,20
9,786808,0,393967,392841,65397,43590,40541,45050,3381,3403,1119,1457,591,1376,5091,146009,37443,23504,3,787953,11237,3381,1119,591,179,1067,2157,1457,1376,13
10,785860,0,393540,392320,67936,43469,40214,45102,3485,3278,1115,1450,593,1413,5193,148655,36398,22946,3,786808,11327,3485,1115,593,170,1081,2027,1450,1413,16
11,784689,0,392941,391748,70400,43361,39780,45070,3442,3422,1010,1411,590,1380,5042,151239,35464,22395,3,785860,11334,3442,1010,590,190,1097,2135,1411,1380,12
12,783645,0,392571,391074,72885,43295,39435,45034,3475,3360,1042,1389,567,1379,5084,153811,34527,21889,3,784689,11255,3475,1042,567,174,1130,2056,1389,1379,20
13,782689,0,392070,390619,75428,43115,39094,45007,3502,3312,1012,1399,531,1290,5045,156301,33606,21403,3,783645,11212,3502,1012,531,189,1124,1999,1399,1290,12
14,781719,0,391608,390111,78030,42899,38708,44980,3626,3223,978,1535,519,1335,5123,158530,32725,20933,3,782689,11046,3626,978,519,184,1078,1961,1535,1335,21
15,781086,0,391301,389785,80837,42798,38356,44986,3783,3169,939,1426,550,1310,5272,160680,31887,20442,3,781719,11216,3783,939,550,196,1120,1853,1426,1310,15
16,780227,0,390842,389385,83538,42627,38121,44970,3714,3225,939,1408,513,1392,5166,162694,31072,19982,3,781086,11177,3714,939,513,195,1012,2018,1408,1392,19
17,779465,0,390438,389027,86246,42409,37786,45001,3780,3162,880,1379,482,1363,5142,164719,30351,19561,3,780227,11191,3780,880,482,183,1058,1921,1379,1363,16
18,778889,0,390204,388685,89179,42361,37467,44965,3975,3220,910,1473,531,1299,5416,166455,29570,19094,3,779465,11046,3975,910,531,195,1050,1975,1473,1299,15
19,778374,0,390020,388354,92033,42216,37175,44919,3948,3134,881,1377,435,1268,5264,168300,28816,18731,3,778889,11408,3948,881,435,187,1069,1878,1377,1268,14
20,777759,0,389753,388006,94993,42051,36875,44829,4018,3240,863,1410,472,1318,5353,169856,28091,18326,3,778374,11043,4018,863,472,223,1060,1957,1410,1318,18
21,777236,0,389483,387753,98064,41930,36578,44711,4106,3131,836,1444,453,1343,5395,171482,27418,17946,3,777759,11321,4106,836,453,200,1063,1868,1444,1343,16
22,776544,0,389042,387502,100905,41768,36325,44616,3923,3105,830,1403,442,1379,5195,173272,26723,17574,3,777236,11313,3923,830,442,226,1043,1836,1403,1379,16
23,775816,0,388698,387118,103779,41605,36008,44520,3954,3213,776,1379,452,1318,5182,175015,26069,17190,3,776544,11082,3954,776,452,207,1044,1962,1379,1318,17
