name,value
final_population,7774254
maximum_invalid_age_count,0
births_total,1064947
deaths_total,719509
overseas_arrivals_total,211737
overseas_departures_total,376006
internal_arrivals_total,117883
internal_departures_total,524798
minimum_vacant_birth_slots,1163042
final_max_generation,4
locked_out_total,1394567
