name,value
final_population,7650671
maximum_invalid_age_count,0
births_total,1062158
deaths_total,923243
overseas_arrivals_total,140648
overseas_departures_total,396085
internal_arrivals_total,126699
internal_departures_total,359506
minimum_vacant_birth_slots,1163541
final_max_generation,4
locked_out_total,1329505
