name,value
births_total,199
deaths_total,229
final_max_generation,2
final_population,3869
internal_arrivals_total,35
internal_departures_total,110
locked_out_total,277
maximum_invalid_age_count,0
minimum_vacant_birth_slots,587
overseas_arrivals_total,43
overseas_departures_total,69
