tick,sex,event_age_months,count
0,male,7,1
0,male,13,2
0,male,15,2
0,male,16,2
0,female,1,1
0,female,14,1
0,female,15,1
0,female,16,1
0,female,17,1
1,male,13,1
1,male,14,2
1,male,16,2
1,male,17,3
1,female,5,1
1,female,8,1
1,female,13,3
1,female,14,3
1,female,15,2
1,female,17,5
2,male,8,1
2,male,13,1
2,male,14,1
2,male,15,2
2,female,7,1
2,female,11,2
2,female,13,3
2,female,14,2
2,female,15,1
2,female,16,1
2,female,17,1
3,male,9,1
3,male,10,1
3,male,11,1
3,male,13,1
3,male,14,4
3,male,15,1
3,male,16,3
3,male,17,1
3,female,9,1
3,female,12,1
3,female,13,2
3,female,14,2
3,female,16,1
4,male,6,1
4,male,8,1
4,male,13,2
4,male,14,1
4,male,15,4
4,male,16,4
4,male,17,3
4,male,18,1
4,female,8,1
4,female,10,1
4,female,11,1
4,female,13,6
4,female,14,2
4,female,15,1
4,female,17,1
5,male,7,1
5,male,14,1
5,male,15,1
5,male,17,1
5,female,2,1
5,female,7,1
5,female,11,2
5,female,12,1
5,female,13,1
5,female,14,5
5,female,15,4
5,female,16,1
5,female,17,1
6,male,0,1
6,male,1,1
6,male,7,1
6,male,13,1
6,male,14,2
6,male,15,2
6,male,17,3
6,female,14,2
6,female,16,1
6,female,17,2
7,male,7,1
7,male,8,1
7,male,10,1
7,male,14,3
7,male,15,1
7,male,17,1
7,male,18,1
7,female,11,1
7,female,14,2
7,female,15,2
7,female,16,5
8,male,2,1
8,male,6,1
8,male,7,1
8,male,12,1
8,male,13,1
8,male,14,1
8,male,15,1
8,male,16,1
8,male,17,1
8,female,3,1
8,female,6,1
8,female,8,1
8,female,11,1
8,female,14,2
8,female,16,3
8,female,17,2
8,female,18,1
9,male,5,1
9,male,7,2
9,male,12,1
9,male,15,2
9,male,16,2
9,male,17,1
9,male,18,1
9,female,0,2
9,female,5,2
9,female,14,1
9,female,15,1
9,female,16,2
10,male,7,1
10,male,13,1
10,male,15,1
10,male,16,1
10,male,17,1
10,female,5,1
10,female,7,1
10,female,8,1
10,female,17,1
11,male,7,1
11,male,9,2
11,male,11,1
11,male,13,2
11,male,14,2
11,male,15,1
11,male,16,1
11,male,17,1
11,male,18,1
11,female,4,1
11,female,6,2
11,female,7,1
11,female,13,3
11,female,15,1
11,female,16,3
11,female,17,1
