tick,population_p05,population_p25,population_p50,population_p75,population_p95,invalid_age_p05,invalid_age_p25,invalid_age_p50,invalid_age_p75,invalid_age_p95,males_p05,males_p25,males_p50,males_p75,males_p95,females_p05,females_p25,females_p50,females_p75,females_p95,age_00_04_p05,age_00_04_p25,age_00_04_p50,age_00_04_p75,age_00_04_p95,age_20_24_p05,age_20_24_p25,age_20_24_p50,age_20_24_p75,age_20_24_p95,age_65_69_p05,age_65_69_p25,age_65_69_p50,age_65_69_p75,age_65_69_p95,age_85_plus_p05,age_85_plus_p25,age_85_plus_p50,age_85_plus_p75,age_85_plus_p95,births_this_tick_p05,births_this_tick_p25,births_this_tick_p50,births_this_tick_p75,births_this_tick_p95,deaths_this_tick_p05,deaths_this_tick_p25,deaths_this_tick_p50,deaths_this_tick_p75,deaths_this_tick_p95,overseas_arrivals_this_tick_p05,overseas_arrivals_this_tick_p25,overseas_arrivals_this_tick_p50,overseas_arrivals_this_tick_p75,overseas_arrivals_this_tick_p95,overseas_departures_this_tick_p05,overseas_departures_this_tick_p25,overseas_departures_this_tick_p50,overseas_departures_this_tick_p75,overseas_departures_this_tick_p95,internal_arrivals_this_tick_p05,internal_arrivals_this_tick_p25,internal_arrivals_this_tick_p50,internal_arrivals_this_tick_p75,internal_arrivals_this_tick_p95,internal_departures_this_tick_p05,internal_departures_this_tick_p25,internal_departures_this_tick_p50,internal_departures_this_tick_p75,internal_departures_this_tick_p95,locked_out_p05,locked_out_p25,locked_out_p50,locked_out_p75,locked_out_p95,vacant_birth_slots_p05,vacant_birth_slots_p25,vacant_birth_slots_p50,vacant_birth_slots_p75,vacant_birth_slots_p95,vacant_overseas_slots_p05,vacant_overseas_slots_p25,vacant_overseas_slots_p50,vacant_overseas_slots_p75,vacant_overseas_slots_p95,vacant_internal_slots_p05,vacant_internal_slots_p25,vacant_internal_slots_p50,vacant_internal_slots_p75,vacant_internal_slots_p95,max_generation_p05,max_generation_p25,max_generation_p50,max_generation_p75,max_generation_p95,fired_age_monthly_p05,fired_age_monthly_p25,fired_age_monthly_p50,fired_age_monthly_p75,fired_age_monthly_p95,fired_clear_event_p05,fired_clear_event_p25,fired_clear_event_p50,fired_clear_event_p75,fired_clear_event_p95,fired_birth_activate_p05,fired_birth_activate_p25,fired_birth_activate_p50,fired_birth_activate_p75,fired_birth_activate_p95,fired_overseas_arrive_p05,fired_overseas_arrive_p25,fired_overseas_arrive_p50,fired_overseas_arrive_p75,fired_overseas_arrive_p95,fired_internal_arrive_p05,fired_internal_arrive_p25,fired_internal_arrive_p50,fired_internal_arrive_p75,fired_internal_arrive_p95,fired_die_young_p05,fired_die_young_p25,fired_die_young_p50,fired_die_young_p75,fired_die_young_p95,fired_die_adult_p05,fired_die_adult_p25,fired_die_adult_p50,fired_die_adult_p75,fired_die_adult_p95,fired_die_old_p05,fired_die_old_p25,fired_die_old_p50,fired_die_old_p75,fired_die_old_p95,fired_emigrate_p05,fired_emigrate_p25,fired_emigrate_p50,fired_emigrate_p75,fired_emigrate_p95,fired_internal_depart_p05,fired_internal_depart_p25,fired_internal_depart_p50,fired_internal_depart_p75,fired_internal_depart_p95,deferred_total_p05,deferred_total_p25,deferred_total_p50,deferred_total_p75,deferred_total_p95
10,7631143,7687964,7847316,7847316,7880739,0,0,0,0,0,3816130,3844323,3923851,3923851,3940808,3815013,3843641,3923465,3923465,3939931,624126,661597,706760,706760,773022,419616,422146,425624,425624,431855,378111,394687,396944,396944,406416,430139,446556,453106,453106,464172,29428,31530,39592,39592,44291,27065,30296,35348,35348,37558,7434,7785,8289,8289,8908,11180,13176,14732,14732,15566,3438,4114,4452,4452,5035,14649,15781,21639,21639,25848,41327,44271,50464,50464,58234,1417188,1451389,1586302,1586302,1616968,392753,401185,407849,407849,415493,241041,247994,252024,252024,259814,3,3,3,3,3,7657261,7712498,7856583,7856583,7889362,96852,106869,125878,125878,127068,29428,31530,39592,39592,44291,7434,7785,8289,8289,8908,3438,4114,4452,4452,5035,1452,1572,2266,2266,2469,8848,8870,9960,9960,13708,16765,19374,19854,19854,25129,11180,13176,14732,14732,15566,14649,15781,21639,21639,25848,85,179,224,224,250
11,7605511,7664790,7838251,7838251,7872686,0,0,0,0,0,3803425,3832976,3919512,3919512,3936690,3802086,3831814,3918739,3918739,3935996,644531,684238,735874,735874,806820,417439,420178,423858,423858,430653,372797,390599,392878,392878,403139,428238,446255,453320,453320,465385,30234,32062,40113,40113,44529,26711,29798,35014,35014,37031,7166,7494,8102,8102,8616,11317,13264,14660,14660,15407,3485,4163,4465,4465,4892,14654,15391,21897,21897,26101,41891,44629,50764,50764,58037,1437267,1473270,1620996,1620996,1652482,384841,393583,400987,400987,408952,236536,243782,248162,248162,256659,3,3,3,3,3,7631143,7687964,7847316,7847316,7880739,97165,107188,125735,125735,127046,30234,32062,40113,40113,44529,7166,7494,8102,8102,8616,3485,4163,4465,4465,4892,1503,1578,2285,2285,2505,8750,8963,9853,9853,13781,16458,18948,19257,19257,24673,11317,13264,14660,14660,15407,14654,15391,21897,21897,26101,110,171,185,185,242
12,7582182,7642669,7829943,7829943,7865184,0,0,0,0,0,3791618,3821714,3915322,3915322,3932831,3790564,3820955,3914621,3914621,3932353,665764,707223,765897,765897,841705,414994,417869,421822,421822,429278,367846,386468,389107,389107,400020,426239,445817,453502,453502,466542,31023,32435,41180,41180,45682,26598,29897,34538,34538,36376,7088,7440,7970,7970,8701,11124,13029,14559,14559,15562,3470,4006,4313,4313,4803,14498,15493,22035,22035,25662,42469,44718,51738,51738,59186,1456617,1493522,1654050,1654050,1686694,376896,386182,394195,394195,402532,232145,239797,244496,244496,253525,3,3,3,3,3,7605511,7664790,7838251,7838251,7872686,97311,106956,125139,125139,127160,31023,32435,41180,41180,45682,7088,7440,7970,7970,8701,3470,4006,4313,4313,4803,1570,1571,2327,2327,2517,8522,9011,9564,9564,13544,16505,18667,19316,19316,24295,11124,13029,14559,14559,15562,14498,15493,22035,22035,25662,111,165,203,203,247
13,7560462,7620915,7822497,7822497,7857145,0,0,0,0,0,3780728,3810769,3911879,3911879,3928642,3779734,3810146,3910618,3910618,3928503,687427,730409,796837,796837,877063,412806,415801,419981,419981,427911,363188,382733,385279,385279,397086,424635,445402,453595,453595,467715,31578,32783,42248,42248,46187,26727,29634,34623,34623,35623,7005,7208,7827,7827,8274,11111,13191,14558,14558,15497,3472,3968,4167,4167,4727,14978,15327,21503,21503,25631,42754,44777,52725,52725,59188,1475138,1513524,1685951,1685951,1718464,369424,378942,387732,387732,396233,227921,235959,240894,240894,250396,3,3,3,3,3,7582182,7642669,7829943,7829943,7865184,96938,107059,126680,126680,126805,31578,32783,42248,42248,46187,7005,7208,7827,7827,8274,3472,3968,4167,4167,4727,1555,1649,2377,2377,2560,8815,8892,9615,9615,13499,16357,18747,19093,19093,23448,11111,13191,14558,14558,15497,14978,15327,21503,21503,25631,113,171,183,183,238
14,7539170,7600256,7815672,7815672,7849996,0,0,0,0,0,3769909,3800539,3908036,3908036,3925128,3769261,3799717,3907636,3907636,3924868,709627,754223,827930,827930,912353,410357,413834,418133,418133,426522,358402,379031,381559,381559,394191,422599,444889,453477,453477,468748,32337,33556,42629,42629,46723,26369,29441,34360,34360,35544,6905,7329,7493,7493,8403,11255,13025,14717,14717,15359,3386,4050,4093,4093,4588,14667,15298,21739,21739,25643,43716,45142,52920,52920,59714,1493399,1532060,1716897,1716897,1749070,361916,372080,381239,381239,390149,223813,232234,237233,237233,247399,3,3,3,3,3,7560462,7620915,7822497,7822497,7857145,97593,107262,125822,125822,127170,32337,33556,42629,42629,46723,6905,7329,7493,7493,8403,3386,4050,4093,4093,4588,1538,1689,2455,2455,2570,8858,8871,9484,9484,13624,15973,18281,18881,18881,23490,11255,13025,14717,14717,15359,14667,15298,21739,21739,25643,100,170,174,174,239
15,7519387,7580318,7809588,7809588,7843156,0,0,0,0,0,3759619,3790683,3905152,3905152,3921505,3759768,3789635,3904436,3904436,3921651,732293,778371,860351,860351,948489,408264,411990,416355,416355,425280,353972,375341,378033,378033,391446,420410,444090,453353,453353,469583,32831,33749,43818,43818,47385,26514,28956,33866,33866,35418,6659,7100,7509,7509,8041,11101,12887,14370,14370,15535,3328,3862,4116,4116,4650,14599,15495,21669,21669,25283,43793,45374,53805,53805,60076,1510905,1549758,1747052,1747052,1778138,354787,365210,375049,375049,384374,219707,228515,233850,233850,244513,3,3,3,3,3,7539170,7600256,7815672,7815672,7849996,97433,108091,126253,126253,127132,32831,33749,43818,43818,47385,6659,7100,7509,7509,8041,3328,3862,4116,4116,4650,1533,1720,2400,2400,2527,8723,8766,9573,9573,13070,16215,18396,18513,18513,23318,11101,12887,14370,14370,15535,14599,15495,21669,21669,25283,114,164,186,186,222
16,7500514,7560634,7803560,7803560,7836859,0,0,0,0,0,3750033,3780865,3902216,3902216,3918099,3750481,3779769,3901344,3901344,3918760,755431,802520,893083,893083,984599,406008,410048,414585,414585,424019,349525,371688,374493,374493,388564,418346,443362,453244,453244,470232,33328,33922,44516,44516,47650,26045,28768,34039,34039,34968,6629,7052,7448,7448,7891,11083,12798,14402,14402,15744,3336,3896,4047,4047,4491,14586,15519,21548,21548,25588,44276,45417,54481,54481,60032,1528079,1566726,1776141,1776141,1805904,347865,358470,368838,368838,378585,215789,224878,230427,230427,241643,3,3,3,3,3,7519387,7580318,7809588,7809588,7843156,97588,107524,126236,126236,127393,33328,33922,44516,44516,47650,6629,7052,7448,7448,7891,3336,3896,4047,4047,4491,1631,1688,2481,2481,2585,8503,8730,9570,9570,13390,15911,18168,18350,18350,22813,11083,12798,14402,14402,15744,14586,15519,21548,21548,25588,94,153,180,180,238
17,7481311,7542009,7798466,7798466,7830521,0,0,0,0,0,3740349,3771582,3899647,3899647,3915121,3740962,3770427,3898819,3898819,3915400,779203,827273,925842,925842,1021139,403619,407959,412553,412553,422605,345165,368251,371016,371016,385827,416062,442637,452823,452823,470971,34025,34637,44654,44654,48233,26247,28462,33592,33592,35325,6526,6958,7191,7191,7815,11159,12813,14330,14330,15331,3309,3760,3974,3974,4391,14734,15446,21740,21740,25554,44743,45802,54489,54489,60439,1543966,1582884,1804629,1804629,1833168,341097,352034,362800,362800,373026,212020,221339,227194,227194,238803,3,3,3,3,3,7500514,7560634,7803560,7803560,7836859,97131,108236,126092,126092,127835,34025,34637,44654,44654,48233,6526,6958,7191,7191,7815,3309,3760,3974,3974,4391,1632,1748,2505,2505,2708,8654,8726,9470,9470,13115,15889,17972,18060,18060,23147,11159,12813,14330,14330,15331,14734,15446,21740,21740,25554,104,175,184,184,243
18,7464154,7523891,7793942,7793942,7824958,0,0,0,0,0,3731604,3762412,3897187,3897187,3912530,3732550,3761479,3896755,3896755,3912428,803585,852237,959642,959642,1058190,401646,406138,410884,410884,421275,340930,364927,367646,367646,383108,413867,441798,452602,452602,471760,34727,34828,45874,45874,49010,26035,28502,33368,33368,34523,6332,6751,7116,7116,7582,10941,12818,14394,14394,15503,3241,3558,3836,3836,4304,14367,15392,21415,21415,25263,45036,45780,55447,55447,60896,1560054,1597667,1831812,1831812,1859471,334628,345703,356992,356992,367715,208343,217942,224151,224151,236056,3,3,3,3,3,7481311,7542009,7798466,7798466,7830521,97942,108111,125972,125972,128181,34727,34828,45874,45874,49010,6332,6751,7116,7116,7582,3241,3558,3836,3836,4304,1649,1768,2512,2512,2747,8787,8799,9508,9508,13132,15587,17724,17947,17947,22268,10941,12818,14394,14394,15503,14367,15392,21415,21415,25263,100,170,175,175,222
19,7447912,7506076,7789706,7789706,7819357,0,0,0,0,0,3723335,3753484,3895167,3895167,3909742,3724577,3752592,3894539,3894539,3909615,828322,877048,994132,994132,1095470,399549,404305,409232,409232,420077,336881,361459,364193,364193,380581,411633,441091,452370,452370,472421,34919,35440,46821,46821,49415,25786,28329,33106,33106,34421,6350,6618,7047,7047,7612,11113,12895,14619,14619,15488,3196,3499,3941,3941,4191,14609,15647,21637,21637,25293,45557,45907,56367,56367,61218,1575200,1611840,1857886,1857886,1883631,328177,339488,351412,351412,362442,204823,214447,221254,221254,233406,3,3,3,3,3,7464154,7523891,7793942,7793942,7824958,97123,108190,126316,126316,128051,34919,35440,46821,46821,49415,6350,6618,7047,7047,7612,3196,3499,3941,3941,4191,1671,1687,2540,2540,2829,8624,8671,9370,9370,12931,15491,17635,17971,17971,22222,11113,12895,14619,14619,15488,14609,15647,21637,21637,25293,98,155,162,162,221
20,7432241,7489198,7785152,7785152,7814048,0,0,0,0,0,3715494,3744928,3892749,3892749,3907100,3716747,3744270,3892403,3892403,3906948,853142,902415,1028759,1028759,1132714,397218,402089,407287,407287,418746,332785,358051,360982,360982,378015,409172,439874,451644,451644,472878,35436,35473,47008,47008,49581,25523,28404,33044,33044,33799,6163,6613,6836,6836,7387,11134,12886,14401,14401,15633,3254,3563,3714,3714,4145,14675,15045,21630,21630,25411,45612,46023,56425,56425,61113,1589808,1625698,1884043,1884043,1907516,322092,333562,345950,345950,357406,201391,211250,218319,218319,230741,3,3,3,3,3,7447912,7506076,7789706,7789706,7819357,97415,108929,126672,126672,128976,35436,35473,47008,47008,49581,6163,6613,6836,6836,7387,3254,3563,3714,3714,4145,1544,1819,2493,2493,2753,8555,8712,9432,9432,12975,15424,17576,17873,17873,21614,11134,12886,14401,14401,15633,14675,15045,21630,21630,25411,108,163,176,176,215
21,7417582,7472725,7781084,7781084,7809069,0,0,0,0,0,3708089,3736924,3890690,3890690,3904670,3709493,3735801,3890394,3890394,3904399,878178,928234,1063963,1063963,1170417,395115,400251,405711,405711,417608,328843,354534,357535,357535,375271,406811,438840,451278,451278,473200,35782,35988,47799,47799,50130,25580,28041,32682,32682,33547,6178,6393,6584,6584,7200,11200,12699,14193,14193,15675,3115,3475,3768,3768,4013,14539,15248,21695,21695,25505,45650,46340,57092,57092,61343,1603687,1639104,1908964,1908964,1930077,316281,327931,340713,340713,352380,198120,207994,215475,215475,228210,3,3,3,3,3,7432241,7489198,7785152,7785152,7814048,97355,108102,126780,126780,128521,35782,35988,47799,47799,50130,6178,6393,6584,6584,7200,3115,3475,3768,3768,4013,1701,1865,2610,2610,2793,8379,8630,9425,9425,12820,15500,17252,17546,17546,21329,11200,12699,14193,14193,15675,14539,15248,21695,21695,25505,113,156,174,174,226
22,7403394,7456790,7777413,7777413,7804670,0,0,0,0,0,3701028,3728813,3889002,3889002,3902294,3702366,3727977,3888411,3888411,3902376,904094,954623,1099126,1099126,1208235,393101,398569,404014,404014,416440,325129,351207,354310,354310,372576,404315,437687,450774,450774,473672,36518,36584,47873,47873,50428,25369,27846,32739,32739,33177,6107,6472,6651,6651,7103,11176,12857,14284,14284,15419,3016,3508,3662,3662,4047,14685,15476,21984,21984,25150,46564,46831,56996,56996,61578,1616981,1651931,1932589,1932589,1952180,310526,322239,335496,335496,347444,194881,204880,212626,212626,225798,3,3,3,3,3,7417582,7472725,7781084,7781084,7809069,97659,107773,126754,126754,128843,36518,36584,47873,47873,50428,6107,6472,6651,6651,7103,3016,3508,3662,3662,4047,1656,1823,2532,2532,2899,8439,8600,9287,9287,13100,15274,17107,17423,17423,20991,11176,12857,14284,14284,15419,14685,15476,21984,21984,25150,97,172,185,185,210
