tick,population_p05,population_p25,population_p50,population_p75,population_p95,invalid_age_p05,invalid_age_p25,invalid_age_p50,invalid_age_p75,invalid_age_p95,males_p05,males_p25,males_p50,males_p75,males_p95,females_p05,females_p25,females_p50,females_p75,females_p95,age_00_04_p05,age_00_04_p25,age_00_04_p50,age_00_04_p75,age_00_04_p95,age_20_24_p05,age_20_24_p25,age_20_24_p50,age_20_24_p75,age_20_24_p95,age_65_69_p05,age_65_69_p25,age_65_69_p50,age_65_69_p75,age_65_69_p95,age_85_plus_p05,age_85_plus_p25,age_85_plus_p50,age_85_plus_p75,age_85_plus_p95,births_this_tick_p05,births_this_tick_p25,births_this_tick_p50,births_this_tick_p75,births_this_tick_p95,deaths_this_tick_p05,deaths_this_tick_p25,deaths_this_tick_p50,deaths_this_tick_p75,deaths_this_tick_p95,overseas_arrivals_this_tick_p05,overseas_arrivals_this_tick_p25,overseas_arrivals_this_tick_p50,overseas_arrivals_this_tick_p75,overseas_arrivals_this_tick_p95,overseas_departures_this_tick_p05,overseas_departures_this_tick_p25,overseas_departures_this_tick_p50,overseas_departures_this_tick_p75,overseas_departures_this_tick_p95,internal_arrivals_this_tick_p05,internal_arrivals_this_tick_p25,internal_arrivals_this_tick_p50,internal_arrivals_this_tick_p75,internal_arrivals_this_tick_p95,internal_departures_this_tick_p05,internal_departures_this_tick_p25,internal_departures_this_tick_p50,internal_departures_this_tick_p75,internal_departures_this_tick_p95,locked_out_p05,locked_out_p25,locked_out_p50,locked_out_p75,locked_out_p95,vacant_birth_slots_p05,vacant_birth_slots_p25,vacant_birth_slots_p50,vacant_birth_slots_p75,vacant_birth_slots_p95,vacant_overseas_slots_p05,vacant_overseas_slots_p25,vacant_overseas_slots_p50,vacant_overseas_slots_p75,vacant_overseas_slots_p95,vacant_internal_slots_p05,vacant_internal_slots_p25,vacant_internal_slots_p50,vacant_internal_slots_p75,vacant_internal_slots_p95,max_generation_p05,max_generation_p25,max_generation_p50,max_generation_p75,max_generation_p95,fired_age_monthly_p05,fired_age_monthly_p25,fired_age_monthly_p50,fired_age_monthly_p75,fired_age_monthly_p95,fired_clear_event_p05,fired_clear_event_p25,fired_clear_event_p50,fired_clear_event_p75,fired_clear_event_p95,fired_birth_activate_p05,fired_birth_activate_p25,fired_birth_activate_p50,fired_birth_activate_p75,fired_birth_activate_p95,fired_overseas_arrive_p05,fired_overseas_arrive_p25,fired_overseas_arrive_p50,fired_overseas_arrive_p75,fired_overseas_arrive_p95,fired_internal_arrive_p05,fired_internal_arrive_p25,fired_internal_arrive_p50,fired_internal_arrive_p75,fired_internal_arrive_p95,fired_die_young_p05,fired_die_young_p25,fired_die_young_p50,fired_die_young_p75,fired_die_young_p95,fired_die_adult_p05,fired_die_adult_p25,fired_die_adult_p50,fired_die_adult_p75,fired_die_adult_p95,fired_die_old_p05,fired_die_old_p25,fired_die_old_p50,fired_die_old_p75,fired_die_old_p95,fired_emigrate_p05,fired_emigrate_p25,fired_emigrate_p50,fired_emigrate_p75,fired_emigrate_p95,fired_internal_depart_p05,fired_internal_depart_p25,fired_internal_depart_p50,fired_internal_depart_p75,fired_internal_depart_p95,deferred_total_p05,deferred_total_p25,deferred_total_p50,deferred_total_p75,deferred_total_p95
0,7959606,7967491,7983343,7983343,7988129,0,0,0,0,0,3980367,3984033,3992107,3992107,3994662,3979239,3983458,3991236,3991236,3993467,456894,461984,463391,463391,470862,442311,442542,442947,442947,443562,437527,439495,439652,439652,440768,443771,445462,446017,446017,446895,23029,27451,30016,30016,36958,28354,32370,37899,37899,41726,8719,9420,10036,10036,10967,11280,13839,15370,15370,16151,4039,4649,5332,5332,6196,15056,16338,22257,22257,27603,37098,42774,42819,42819,54121,1163042,1169984,1172549,1172549,1176971,489033,489964,490580,490580,491281,293804,294668,295351,295351,295961,1,1,1,1,1,8000000,8000000,8000000,8000000,8000000,0,0,0,0,0,23029,27451,30016,30016,36958,8719,9420,10036,10036,10967,4039,4649,5332,5332,6196,1362,1523,2305,2305,2321,9158,9315,10688,10688,14435,17834,21159,21532,21532,28717,11280,13839,15370,15370,16151,15056,16338,22257,22257,27603,125,199,223,223,275
1,7919422,7934431,7965452,7965452,7975036,0,0,0,0,0,3960320,3967411,3983410,3983410,3987920,3959102,3967020,3982042,3982042,3987116,470033,479682,482598,482598,497029,440060,440511,441184,441184,442357,430764,434590,434834,434834,436999,442797,445978,447037,447037,449004,22376,26417,29148,29148,35483,28119,32273,37688,37688,40781,8471,9120,9865,9865,10929,11479,13727,15337,15337,15773,3892,4791,5130,5130,5967,14907,16322,22224,22224,27187,36287,41412,41511,41511,52379,1198337,1200822,1224004,1224004,1224202,478104,480099,481460,481460,482810,287837,289538,290560,290560,292069,1,1,1,1,1,7959606,7967491,7983343,7983343,7988129,97509,106705,124899,124899,125942,22376,26417,29148,29148,35483,8471,9120,9865,9865,10929,3892,4791,5130,5130,5967,1427,1486,2206,2206,2209,9085,9297,10407,10407,14455,17607,21024,21490,21490,28168,11479,13727,15337,15337,15773,14907,16322,22224,22224,27187,96,180,184,184,277
2,7881057,7903391,7949086,7949086,7962402,0,0,0,0,0,3941121,3951694,3975114,3975114,3981583,3939936,3951697,3973972,3973972,3980819,483841,497942,503217,503217,524643,437710,438344,439520,439520,441102,424222,429982,430322,430322,433477,442001,446557,448224,448224,451020,23269,27185,30591,30591,37116,28209,31999,36978,36978,40537,8361,9374,9650,9650,10724,11399,13618,15274,15274,15903,4037,4720,5009,5009,5905,14870,16151,22209,22209,27199,37363,41844,42989,42989,53745,1228142,1231491,1270280,1270280,1275108,467380,470449,472086,472086,474449,281932,284529,285840,285840,288032,2,2,2,2,2,7919422,7934431,7965452,7965452,7975036,95917,105634,122649,122649,123206,23269,27185,30591,30591,37116,8361,9374,9650,9650,10724,4037,4720,5009,5009,5905,1415,1431,2209,2209,2299,9127,9259,10315,10315,14100,17651,20669,21325,21325,27923,11399,13618,15274,15274,15903,14870,16151,22209,22209,27199,112,181,199,199,254
3,7844337,7873455,7933508,7933508,7949952,0,0,0,0,0,3922876,3936785,3967341,3967341,3975412,3921461,3936670,3966167,3966167,3974540,498818,516529,524868,524868,553043,435515,436405,437818,437818,440002,418117,425507,426244,426244,430123,440875,446965,449276,449276,453018,24257,27563,31659,31659,38044,28112,32031,36628,36628,39949,8266,8872,9396,9396,10591,11322,13611,14968,14968,15868,3784,4619,4835,4835,5795,14810,16088,22109,22109,26869,37748,41794,43709,43709,54430,1254960,1263426,1314299,1314299,1324667,456868,461121,463296,463296,466266,276190,279723,281266,281266,284301,2,2,2,2,2,7881057,7903391,7949086,7949086,7962402,96322,105766,123856,123856,124343,24257,27563,31659,31659,38044,8266,8872,9396,9396,10591,3784,4619,4835,4835,5795,1452,1466,2185,2185,2353,9148,9397,10306,10306,14177,17498,20266,21182,21182,27290,11322,13611,14968,14968,15868,14810,16088,22109,22109,26869,118,193,219,219,238
4,7809239,7844348,7918077,7918077,7938861,0,0,0,0,0,3905483,3922125,3959499,3959499,3970096,3903756,3922223,3958578,3958578,3968765,514686,535925,547588,547588,581950,433379,434499,436160,436160,438992,412053,421085,421851,421851,426658,439706,447176,450025,450025,454774,25362,28366,32887,32887,38740,27834,31638,36679,36679,39688,8031,8874,9394,9394,10279,11383,13472,15348,15348,16238,3767,4546,4962,4962,5680,14596,15862,22254,22254,26623,38782,42722,44685,44685,54699,1280637,1294438,1356414,1356414,1371991,446746,451853,454566,454566,458381,270609,274836,276783,276783,280606,2,2,2,2,2,7844337,7873455,7933508,7933508,7949952,96038,105432,124138,124138,124438,25362,28366,32887,32887,38740,8031,8874,9394,9394,10279,3767,4546,4962,4962,5680,1390,1507,2170,2170,2421,8889,9240,10140,10140,14246,17555,20263,20891,20891,27127,11383,13472,15348,15348,16238,14596,15862,22254,22254,26623,130,161,211,211,253
5,7775952,7816444,7903649,7903649,7927884,0,0,0,0,0,3888763,3908067,3952498,3952498,3964441,3887189,3908377,3951151,3951151,3963443,531208,555757,571766,571766,611667,431038,432355,434474,434474,437894,405886,416483,417490,417490,423099,438371,447471,450943,450943,456466,26030,28854,34424,34424,39605,27790,31480,36139,36139,39363,7802,8490,9209,9209,10087,11301,13423,14889,14889,15780,3809,4481,4836,4836,5333,14785,15877,22193,22193,26536,39001,42899,46035,46035,55025,1305336,1324545,1397916,1397916,1417013,436913,442822,446311,446311,450804,265440,270082,272424,272424,276909,2,2,2,2,2,7809239,7844348,7918077,7918077,7938861,96535,106671,124468,124468,124829,26030,28854,34424,34424,39605,7802,8490,9209,9209,10087,3809,4481,4836,4836,5333,1437,1520,2270,2270,2288,9006,9132,10277,10277,14014,17347,19855,20828,20828,26798,11301,13423,14889,14889,15780,14785,15877,22193,22193,26536,121,182,182,182,234
6,7743917,7789108,7890664,7890664,7917651,0,0,0,0,0,3872656,3894464,3945788,3945788,3959102,3871261,3894644,3944876,3944876,3958549,548740,576041,596601,596601,642517,428584,430234,432487,432487,436722,400130,411991,413272,413272,419627,437063,447630,451645,451645,458250,27187,29459,35135,35135,40908,27637,31105,36245,36245,38704,7619,8470,8961,8961,9745,11245,13384,15239,15239,15834,3641,4424,4824,4824,5284,14595,15933,21983,21983,26342,40081,43244,46395,46395,55937,1329406,1352560,1437187,1437187,1460775,427493,434100,438133,438133,443473,260361,265366,268155,268155,273405,2,2,3,3,3,7775952,7816444,7903649,7903649,7927884,96775,105906,124478,124478,125357,27187,29459,35135,35135,40908,7619,8470,8961,8961,9745,3641,4424,4824,4824,5284,1472,1560,2321,2321,2359,8991,9138,10163,10163,13945,17086,19979,20495,20495,26182,11245,13384,15239,15239,15834,14595,15933,21983,21983,26342,99,177,210,210,270
7,7713310,7762293,7878876,7878876,7907502,0,0,0,0,0,3857450,3881389,3939654,3939654,3954123,3855860,3880904,3939222,3939222,3953379,566747,596691,622668,622668,674185,426054,427975,430659,430659,435312,394199,407398,408775,408775,416060,435224,447588,452056,452056,459754,27712,29833,36617,36617,41812,27310,30855,36152,36152,38531,7474,8228,8812,8812,9545,11424,13605,14975,14975,15646,3766,4382,4720,4720,5215,14780,16010,21859,21859,26328,40322,43365,47857,47857,56572,1352597,1378991,1476319,1476319,1502093,418372,425580,430282,430282,436303,255401,260807,263969,263969,269830,3,3,3,3,3,7743917,7789108,7890664,7890664,7917651,96721,107498,124825,124825,124859,27712,29833,36617,36617,41812,7474,8228,8812,8812,9545,3766,4382,4720,4720,5215,1382,1503,2288,2288,2455,8964,9049,9905,9905,13952,16879,19912,20388,20388,26171,11424,13605,14975,14975,15646,14780,16010,21859,21859,26328,100,182,187,187,207
8,7684209,7736715,7867093,7867093,7898198,0,0,0,0,0,3842737,3868581,3933794,3933794,3949519,3841472,3868134,3933299,3933299,3948679,585067,617735,649766,649766,706564,423813,426031,428918,428918,434061,388740,403133,404916,404916,412887,433594,447251,452604,452604,461348,27994,30303,37642,37642,42691,26979,31040,35685,35685,38095,7405,8227,8776,8776,9349,11217,13519,14826,14826,15950,3668,4243,4488,4488,5163,14675,15531,21996,21996,26202,40464,43567,48715,48715,57203,1375247,1403892,1514834,1514834,1542277,409498,417176,422467,422467,429318,250531,256508,259942,259942,266380,3,3,3,3,3,7713310,7762293,7878876,7878876,7907502,96879,107459,124932,124932,126321,27994,30303,37642,37642,42691,7405,8227,8776,8776,9349,3668,4243,4488,4488,5163,1443,1602,2375,2375,2477,8931,9177,9964,9964,13880,16605,19430,20261,20261,25654,11217,13519,14826,14826,15950,14675,15531,21996,21996,26202,111,145,170,170,258
9,7657261,7712498,7856583,7856583,7889362,0,0,0,0,0,3829178,3856205,3928427,3928427,3945117,3828083,3856293,3928156,3928156,3944245,604469,639424,678146,678146,739402,421831,424215,427338,427338,433107,383277,398746,400858,400858,409572,431949,447053,452991,452991,462837,29105,30960,39028,39028,43420,26921,30599,35270,35270,37820,7403,7889,8543,8543,9099,11359,13228,14689,14689,15741,3629,4332,4505,4505,5165,14564,15584,21854,21854,25960,41326,44008,50060,50060,57684,1396597,1428516,1551044,1551044,1580323,401006,409003,415063,415063,422411,245701,252194,255852,255852,262997,3,3,3,3,3,7684209,7736715,7867093,7867093,7898198,96438,106506,126189,126189,126531,29105,30960,39028,39028,43420,7403,7889,8543,8543,9099,3629,4332,4505,4505,5165,1492,1654,2380,2380,2514,8827,9058,10014,10014,13685,16602,19205,19887,19887,25292,11359,13228,14689,14689,15741,14564,15584,21854,21854,25960,102,188,192,192,229
