name,value
final_population,7772625
maximum_invalid_age_count,0
births_total,1063378
deaths_total,717780
overseas_arrivals_total,211620
overseas_departures_total,376430
internal_arrivals_total,117917
internal_departures_total,526080
minimum_vacant_birth_slots,1162913
final_max_generation,4
locked_out_total,1392915
