Generating SQLite file /home/ubuntu/demographic-bench/cuda-readback-diagnostic/nsys/workers-4/trace.sqlite from /home/ubuntu/demographic-bench/cuda-readback-diagnostic/nsys/workers-4/trace.nsys-rep
Processing [/home/ubuntu/demographic-bench/cuda-readback-diagnostic/nsys/workers-4/trace.sqlite] with [/opt/nvidia/nsight-systems/2024.6.2/host-linux-x64/reports/cuda_kern_exec_sum.py]... 
PID,TID,DevId,Count,QCount,TAvg (ns),TMed (ns),TMin (ns),TMax (ns),TStdDev (ns),AAvg (ns),AMed (ns),AMin (ns),AMax (ns),AStdDev (ns),QAvg (ns),QMed (ns),QMin (ns),QMax (ns),QStdDev (ns),KAvg (ns),KMed (ns),KMin (ns),KMax (ns),KStdDev (ns),API Name,Kernel Name
23940,23960,0,24,24,37466317.4,37930013.0,31809876,41247275,2384967.3,7292.0,7376.0,4837,9444,1410.0,37242402.3,37707714.0,31587851,40942762,2379041.8,216623.2,212718.0,211182,297523,17290.6,cuLaunchKernel,sembla_init_effect_owners
23940,23960,0,960,960,36200094.4,36260065.5,22687184,41811130,3307861.0,27722.7,5859.5,3115,1268756,99588.2,36077511.2,36154799.5,22491639,41738205,3306434.5,94860.5,88070.0,50147,308499,33932.8,cuLaunchKernel,sembla_prepare_effects
23940,23960,0,96,96,36138082.1,36705235.0,29987102,40311630,2535985.8,6720.6,6395.0,3635,19871,2410.5,36002295.2,36570149.0,29854551,40179418,2534871.4,129066.3,126488.5,123784,202861,10805.2,cuLaunchKernel,sembla_validate_effects
23940,23958,0,72,72,35993943.8,36085909.5,31178207,38374028,1270947.3,6541.4,6259.5,3796,24457,2768.3,35694713.9,35785254.0,30882812,38080262,1270387.3,292688.5,290371.0,287890,365112,9337.2,cuLaunchKernel,sembla_count_deferred
23940,23959,0,72,72,35601297.3,35484069.5,32630213,38538188,1560092.1,5057.6,4627.5,3496,18048,1932.4,35304237.4,35191618.0,32337405,38244330,1562488.6,292002.3,289139.0,286771,373304,11404.1,cuLaunchKernel,sembla_count_deferred
23940,23959,0,960,960,35465632.8,35607708.0,27835587,41709823,2941791.9,20676.6,5869.5,3545,901423,65990.9,35347050.6,35495569.0,27736321,41641597,2943929.0,97905.6,92966.0,52836,270514,33309.3,cuLaunchKernel,sembla_prepare_effects
23940,23959,0,24,24,35012693.3,34960469.5,31657295,38811540,2254499.4,9865.3,7290.5,5099,25881,5926.0,34786754.2,34740104.0,31433929,38574641,2255913.6,216073.9,213166.0,211501,275954,12817.4,cuLaunchKernel,sembla_init_effect_owners
23940,23959,0,96,96,34495170.2,34789972.0,28907918,37093485,2043650.1,33398.1,5408.0,3645,354362,72545.2,34459153.3,34782169.0,28900640,37073954,2058015.6,2618.9,1856.0,1152,15585,1932.3,cuLaunchKernel,sembla_validate_outputs
23940,23959,0,24,24,34494357.9,34722633.0,28965349,36884213,2110625.9,6217.7,5764.0,4767,8502,1219.3,33805404.6,34024678.5,28265746,36217314,2116113.2,682735.6,686812.0,649353,696236,12369.3,cuLaunchKernel,sembla_apply_effects
23940,23958,0,240,240,34448071.8,34668619.5,27551346,37172665,1560101.0,29762.5,6159.5,3997,944582,123391.1,34333653.3,34535149.5,27460259,37082172,1550407.2,84656.0,83398.0,82374,227182,9378.8,cuLaunchKernel,sembla_count_fired
23940,23959,0,240,240,34422332.3,34416766.5,29507013,37372504,1584107.1,25847.8,4722.0,3357,850324,101783.1,34310456.9,34297791.5,29417259,37284789,1581981.4,86027.6,83205.0,82246,233679,17243.6,cuLaunchKernel,sembla_count_fired
23940,23960,0,240,240,34314989.4,35156210.5,26133687,38802805,2942742.7,6433.9,5638.5,3475,26781,3196.9,34246612.4,35057842.0,25931815,38757208,2949521.5,61943.1,44627.0,40578,208813,47847.6,cuLaunchKernel,sembla_mark_effect_active
23940,23958,0,96,96,33942480.0,34004545.0,27277926,36533729,2044669.0,40594.1,7211.5,4147,730888,101922.0,33899418.1,33971442.0,26910085,36525370,2046508.1,2467.8,1729.0,1120,14849,2072.9,cuLaunchKernel,sembla_validate_outputs
23940,23960,0,72,72,33851787.2,34595450.0,21168324,39089784,4047076.6,5589.3,4862.0,3366,22795,2952.8,33555554.0,34300003.5,20875073,38786506,4047320.5,290643.9,290290.0,288178,299603,2189.2,cuLaunchKernel,sembla_count_deferred
23940,23958,0,24,24,33718007.2,33748459.5,27711835,36215029,2112332.0,8638.8,7606.5,5949,22915,3444.6,33022901.8,33042465.5,27005185,35539678,2120343.2,686466.6,690220.0,650153,705101,14804.8,cuLaunchKernel,sembla_apply_effects
23940,23959,0,96,96,33689691.7,33418808.5,30683513,37951798,1916788.1,6773.7,6144.5,3636,25550,3027.2,33548610.4,33284699.5,30551554,37822661,1918923.5,134307.6,127064.0,123816,284786,24410.7,cuLaunchKernel,sembla_validate_effects
23940,23959,0,24,24,33556851.8,33503232.0,29369079,36369242,1843861.7,6185.5,5563.5,4897,14052,1854.9,33547616.9,33493302.5,29360717,36357757,1843962.5,3049.5,2256.0,1696,6881,1689.0,cuLaunchKernel,sembla_init_control_counts
23940,23959,0,24,24,33476623.5,33408694.5,29005362,36234361,1882851.5,5473.2,5157.5,4497,8384,1003.3,33467602.1,33399397.5,28997144,36227874,1882941.2,3548.3,3152.5,1600,7360,1685.6,cuLaunchKernel,sembla_prepare_outputs
23940,23960,0,24,24,33404474.8,34541367.5,23037462,37010028,3398611.8,7165.1,6184.0,5208,16756,2691.5,32714212.7,33854469.0,22338751,36327263,3408040.8,683097.0,679723.5,645481,834901,35108.5,cuLaunchKernel,sembla_apply_effects
23940,23958,0,24,24,33284810.0,33443167.0,27482599,35812182,1836319.6,7275.4,6925.0,5277,11287,1278.8,33274899.8,33432324.5,27472937,35803483,1836522.0,2634.8,2192.0,1664,5952,1111.4,cuLaunchKernel,sembla_init_control_counts
23940,23958,0,24,24,33141537.2,33408793.5,26796839,35695899,1905734.6,7149.9,6464.5,5148,13601,2000.2,33130849.8,33401129.5,26783624,35687068,1905833.8,3537.6,2240.0,1600,21953,4127.1,cuLaunchKernel,sembla_prepare_outputs
23940,23960,0,96,96,33097220.1,33978470.0,22028201,37210879,3478701.9,39897.1,5663.5,3385,742717,112234.7,33054491.1,33961917.0,22023349,37202846,3485189.6,2831.9,2064.0,1184,15201,2012.4,cuLaunchKernel,sembla_validate_outputs
23940,23960,0,24,24,32800862.8,33520841.5,25868904,36837748,3283959.2,8015.1,6660.0,4907,28144,4781.1,31881459.9,32602661.0,24953752,35917145,3281474.6,911387.7,912842.5,892473,917819,5322.6,cuLaunchKernel,sembla_resolve_conflicts
23940,23960,0,240,240,32727573.9,33375702.5,20744792,37661814,3829227.9,18688.6,4422.5,3215,1645472,115828.3,32623447.6,33235613.0,20658577,37574093,3833094.0,85437.6,82998.0,81957,237135,14897.4,cuLaunchKernel,sembla_count_fired
23940,23960,0,24,24,31975537.2,33012555.0,21256429,36234002,3697107.6,6173.8,5619.5,4637,11529,1771.0,31966741.9,33005498.5,21250069,36227226,3697439.8,2621.5,1968.0,1472,7649,1701.5,cuLaunchKernel,sembla_init_control_counts
23940,23960,0,24,24,31867287.2,32770150.0,21264827,36209387,3658970.0,5984.6,5118.5,4336,11157,1930.0,31857482.2,32761728.5,21258954,36199816,3659023.7,3820.3,3104.0,1537,16993,3073.0,cuLaunchKernel,sembla_prepare_outputs
23940,23960,0,24,24,31855699.3,32522158.5,24999036,36223402,3394205.6,6684.2,6831.0,4658,8612,1057.2,31449425.5,32115592.0,24597348,35806082,3393417.4,399589.5,397482.0,394777,411962,4900.1,cuLaunchKernel,sembla_reduce_claim_instances
23940,23959,0,240,240,31809990.5,31601311.0,28848841,36903856,1596392.3,6563.0,5853.5,3425,30518,3619.0,31738169.6,31536951.5,28636876,36855541,1607430.7,65258.0,44883.0,40738,215342,49979.3,cuLaunchKernel,sembla_mark_effect_active
