name,value
final_population,778811
maximum_invalid_age_count,0
births_total,108213
deaths_total,77073
overseas_arrivals_total,20117
overseas_departures_total,42926
internal_arrivals_total,10172
internal_departures_total,39692
minimum_vacant_birth_slots,116076
final_max_generation,3
locked_out_total,138502
