name,value
final_population,775911
maximum_invalid_age_count,0
births_total,85889
deaths_total,73731
overseas_arrivals_total,24052
overseas_departures_total,25474
internal_arrivals_total,7772
internal_departures_total,42597
minimum_vacant_birth_slots,116932
final_max_generation,3
locked_out_total,117713
