name,value
final_population,7792734
maximum_invalid_age_count,0
births_total,1085580
deaths_total,772568
overseas_arrivals_total,201181
overseas_departures_total,426512
internal_arrivals_total,102634
internal_departures_total,397581
minimum_vacant_birth_slots,1161542
final_max_generation,3
locked_out_total,1389395
